season,week,game_id,posteam,qb_id,qb_name,plays,actual_pass_rate,expected_pass_rate,proe
2020,8,2020_08_SF_SEA,SEA,00-0029263,R.Wilson,61,0.639344262295082,0.5026334403235404,13.671082197154155
2020,8,2020_08_SF_SEA,SF,00-0031345,J.Garoppolo,38,0.5263157894736842,0.6131676451156014,-8.685185564191718
2020,8,2020_08_TB_NYG,NYG,00-0035710,D.Jones,65,0.6923076923076923,0.6364732705629789,5.583442174471342
2020,8,2020_08_TB_NYG,TB,00-0019596,T.Brady,64,0.640625,0.6256956732831895,1.4929326716810465
2020,8,2020_08_TEN_CIN,CIN,00-0036442,J.Burrow,68,0.5441176470588235,0.46257723328273964,8.15404137760839
2020,8,2020_08_TEN_CIN,TEN,00-0029701,R.Tannehill,58,0.5689655172413793,0.6738193047971561,-10.48537875557768
2020,9,2020_09_BAL_IND,BAL,00-0034796,L.Jackson,62,0.46774193548387094,0.49001017333038394,-2.226823784651295
2020,9,2020_09_BAL_IND,IND,00-0022942,P.Rivers,62,0.6612903225806451,0.7242930469013029,-6.300272432065779
2020,9,2020_09_CAR_KC,CAR,00-0031237,T.Bridgewater,72,0.6944444444444444,0.7065579874647988,-1.2113543020354376
2020,9,2020_09_CAR_KC,KC,00-0033873,P.Mahomes,54,0.8333333333333334,0.5927164780872839,24.06168552460494
2020,9,2020_09_CHI_TEN,CHI,00-0029567,N.Foles,72,0.7361111111111112,0.7189658476660649,1.7145263445046213
2020,9,2020_09_CHI_TEN,TEN,00-0029701,R.Tannehill,53,0.4716981132075472,0.5614485555802876,-8.975044237274044
2020,9,2020_09_DEN_ATL,ATL,00-0026143,M.Ryan,66,0.5606060606060606,0.5352018130943179,2.5404247511742692
2020,9,2020_09_DEN_ATL,DEN,00-0035704,D.Lock,69,0.7681159420289855,0.7889783784099247,-2.086243638093921
2020,9,2020_09_DET_MIN,DET,00-0026498,M.Stafford,59,0.576271186440678,0.6132337529275377,-3.6962566486859725
2020,9,2020_09_DET_MIN,MIN,00-0029604,K.Cousins,55,0.38181818181818183,0.5021428598599,-12.032467804171823
2020,9,2020_09_GB_SF,GB,00-0023459,A.Rodgers,62,0.532258064516129,0.5462264109763407,-1.3968346460211662
2020,9,2020_09_GB_SF,SF,00-0033319,N.Mullens,52,0.6730769230769231,0.7057958683715417,-3.2718945294618607
2020,9,2020_09_HOU_JAX,HOU,00-0033537,D.Watson,58,0.6724137931034483,0.5674462775731909,10.496751553025739
2020,9,2020_09_HOU_JAX,JAX,00-0036312,J.Luton,66,0.6212121212121212,0.6643957617607984,-4.318364054867716
2020,9,2020_09_LV_LAC,LAC,00-0036355,J.Herbert,73,0.6301369863013698,0.6902423088681208,-6.010532256675093
2020,9,2020_09_LV_LAC,LV,00-0031280,D.Carr,50,0.52,0.5687768003344535,-4.877680033445358
2020,9,2020_09_MIA_ARI,ARI,00-0035228,K.Murray,66,0.5151515151515151,0.6126598246169813,-9.750830946546612
2020,9,2020_09_MIA_ARI,MIA,00-0036212,T.Tagovailoa,53,0.6226415094339622,0.5680961253226928,5.454538411126946
2020,9,2020_09_NE_NYJ,NE,00-0027939,C.Newton,74,0.47297297297297297,0.6600280379926836,-18.705506501971065
2020,9,2020_09_NE_NYJ,NYJ,00-0026158,J.Flacco,44,0.5909090909090909,0.57194174927744,1.8967341631650925
2020,9,2020_09_NO_TB,NO,00-0020531,D.Brees,59,0.576271186440678,0.46067181052797934,11.559937591269865
2020,9,2020_09_NO_TB,TB,00-0019596,T.Brady,44,0.9090909090909091,0.7268912910737775,18.219961801713165
2020,9,2020_09_NYG_WAS,NYG,00-0035710,D.Jones,71,0.5492957746478874,0.5501021984177576,-0.08064237698702745
2020,9,2020_09_NYG_WAS,WAS,00-0034577,K.Allen,9,0.7777777777777778,0.5201562212573158,25.762155652046204
2020,9,2020_09_PIT_DAL,DAL,00-0031395,G.Gilbert,69,0.5797101449275363,0.6264023629651554,-4.669221803761911
2020,9,2020_09_PIT_DAL,PIT,00-0022924,B.Roethlisberger,58,0.7241379310344828,0.6066056308818275,11.753230015265531
2020,9,2020_09_SEA_BUF,BUF,00-0034857,J.Allen,60,0.7833333333333333,0.5067971590285499,27.653617430478334
2020,9,2020_09_SEA_BUF,SEA,00-0029263,R.Wilson,63,0.746031746031746,0.6907287533321078,5.530299269963825
