season,team,qb_name,first_playoff_game,game_date,player_norm,draft_team,draft_season,team_canon,drafted_by_team
2017,TEN,M.Mariota,2017_18_TEN_KC,2018-01-06,M.Mariota,TEN,2015.0,TEN,True
2018,BAL,L.Jackson,2018_18_LAC_BAL,2019-01-06,L.Jackson,BAL,2018.0,BAL,True
2018,CHI,M.Trubisky,2018_18_PHI_CHI,2019-01-06,M.Trubisky,CHI,2017.0,CHI,True
2018,DAL,D.Prescott,2018_18_SEA_DAL,2019-01-05,D.Prescott,DAL,2016.0,DAL,True
2018,HOU,D.Watson,2018_18_IND_HOU,2019-01-05,D.Watson,HOU,2017.0,HOU,True
2018,IND,A.Luck,2018_18_IND_HOU,2019-01-05,A.Luck,IND,2012.0,IND,True
2018,KC,P.Mahomes,2018_19_IND_KC,2019-01-12,P.Mahomes,KC,2017.0,KC,True
2018,LA,J.Goff,2018_19_DAL_LA,2019-01-12,J.Goff,LAR,2016.0,LAR,True
2018,LAC,P.Rivers,2018_18_LAC_BAL,2019-01-06,P.Rivers,NYG,2004.0,LAC,False
2018,NE,T.Brady,2018_19_LAC_NE,2019-01-13,T.Brady,NE,2000.0,NE,True
2018,NO,D.Brees,2018_19_PHI_NO,2019-01-13,D.Brees,LAC,2001.0,NO,False
2018,PHI,N.Foles,2018_18_PHI_CHI,2019-01-06,N.Foles,PHI,2012.0,PHI,True
2018,SEA,R.Wilson,2018_18_SEA_DAL,2019-01-05,R.Wilson,SEA,2012.0,SEA,True
2019,BAL,L.Jackson,2019_19_TEN_BAL,2020-01-11,L.Jackson,BAL,2018.0,BAL,True
2019,BUF,J.Allen,2019_18_BUF_HOU,2020-01-04,J.Allen,BUF,2018.0,BUF,True
2019,GB,A.Rodgers,2019_19_SEA_GB,2020-01-12,A.Rodgers,GB,2005.0,GB,True
2019,HOU,D.Watson,2019_18_BUF_HOU,2020-01-04,D.Watson,HOU,2017.0,HOU,True
2019,KC,P.Mahomes,2019_19_HOU_KC,2020-01-12,P.Mahomes,KC,2017.0,KC,True
2019,MIN,K.Cousins,2019_18_MIN_NO,2020-01-05,K.Cousins,WAS,2012.0,MIN,False
2019,NE,T.Brady,2019_18_TEN_NE,2020-01-04,T.Brady,NE,2000.0,NE,True
2019,NO,D.Brees,2019_18_MIN_NO,2020-01-05,D.Brees,LAC,2001.0,NO,False
2019,PHI,J.McCown,2019_18_SEA_PHI,2020-01-05,J.McCown,ARI,2002.0,PHI,False
2019,SEA,R.Wilson,2019_18_SEA_PHI,2020-01-05,R.Wilson,SEA,2012.0,SEA,True
2019,SF,J.Garoppolo,2019_19_MIN_SF,2020-01-11,J.Garoppolo,NE,2014.0,SF,False
2019,TEN,R.Tannehill,2019_18_TEN_NE,2020-01-04,R.Tannehill,MIA,2012.0,TEN,False
2020,BAL,L.Jackson,2020_18_BAL_TEN,2021-01-10,L.Jackson,BAL,2018.0,BAL,True
2020,BUF,J.Allen,2020_18_IND_BUF,2021-01-09,J.Allen,BUF,2018.0,BUF,True
2020,CHI,M.Trubisky,2020_18_CHI_NO,2021-01-10,M.Trubisky,CHI,2017.0,CHI,True
2020,CLE,B.Mayfield,2020_18_CLE_PIT,2021-01-10,B.Mayfield,CLE,2018.0,CLE,True
