season,team,qb_name,first_playoff_game,game_date,player_norm,draft_team,draft_season,team_canon,drafted_by_team
2021,LA,M.Stafford,2021_19_ARI_LA,1/17/2022,M.Stafford,DET,2009.0,LAR,False
2021,LV,D.Carr,2021_19_LV_CIN,1/15/2022,D.Carr,LV,2014.0,LV,True
2021,NE,M.Jones,2021_19_NE_BUF,1/15/2022,M.Jones,NE,2021.0,NE,True
2021,PHI,J.Hurts,2021_19_PHI_TB,1/16/2022,J.Hurts,PHI,2020.0,PHI,True
2021,PIT,B.Roethlisberger,2021_19_PIT_KC,1/16/2022,B.Roethlisberger,PIT,2004.0,PIT,True
2021,SF,J.Garoppolo,2021_19_SF_DAL,1/16/2022,J.Garoppolo,NE,2014.0,SF,False
2021,TB,T.Brady,2021_19_PHI_TB,1/16/2022,T.Brady,NE,2000.0,TB,False
2021,TEN,R.Tannehill,2021_20_CIN_TEN,1/22/2022,R.Tannehill,MIA,2012.0,TEN,False
2022,BAL,T.Huntley,2022_19_BAL_CIN,1/15/2023,T.Huntley,,,BAL,False
2022,BUF,J.Allen,2022_19_MIA_BUF,1/15/2023,J.Allen,BUF,2018.0,BUF,True
2022,CIN,J.Burrow,2022_19_BAL_CIN,1/15/2023,J.Burrow,CIN,2020.0,CIN,True
2022,DAL,D.Prescott,2022_19_DAL_TB,1/16/2023,D.Prescott,DAL,2016.0,DAL,True
2022,JAX,T.Lawrence,2022_19_LAC_JAX,1/14/2023,T.Lawrence,JAX,2021.0,JAX,True
2022,KC,P.Mahomes,2022_20_JAX_KC,1/21/2023,P.Mahomes,KC,2017.0,KC,True
2022,LAC,J.Herbert,2022_19_LAC_JAX,1/14/2023,J.Herbert,LAC,2020.0,LAC,True
2022,MIA,S.Thompson,2022_19_MIA_BUF,1/15/2023,S.Thompson,MIA,2022.0,MIA,True
2022,MIN,K.Cousins,2022_19_NYG_MIN,1/15/2023,K.Cousins,WAS,2012.0,MIN,False
2022,NYG,D.Jones,2022_19_NYG_MIN,1/15/2023,D.Jones,NYG,2019.0,NYG,True
2022,PHI,J.Hurts,2022_20_NYG_PHI,1/21/2023,J.Hurts,PHI,2020.0,PHI,True
2022,SEA,G.Smith,2022_19_SEA_SF,1/14/2023,G.Smith,NYJ,2013.0,SEA,False
2022,SF,B.Purdy,2022_19_SEA_SF,1/14/2023,B.Purdy,SF,2022.0,SF,True
2022,TB,T.Brady,2022_19_DAL_TB,1/16/2023,T.Brady,NE,2000.0,TB,False
2023,BAL,L.Jackson,2023_20_HOU_BAL,1/20/2024,L.Jackson,BAL,2018.0,BAL,True
2023,BUF,J.Allen,2023_19_PIT_BUF,1/15/2024,J.Allen,BUF,2018.0,BUF,True
2023,CLE,J.Flacco,2023_19_CLE_HOU,1/13/2024,J.Flacco,BAL,2008.0,CLE,False
2023,DAL,D.Prescott,2023_19_GB_DAL,1/14/2024,D.Prescott,DAL,2016.0,DAL,True
2023,DET,J.Goff,2023_19_LA_DET,1/14/2024,J.Goff,LAR,2016.0,DET,False
2023,GB,J.Love,2023_19_GB_DAL,1/14/2024,J.Love,GB,2020.0,GB,True
2023,HOU,C.Stroud,2023_19_CLE_HOU,1/13/2024,C.Stroud,HOU,2023.0,HOU,True
2023,KC,P.Mahomes,2023_19_MIA_KC,1/13/2024,P.Mahomes,KC,2017.0,KC,True
2023,LA,M.Stafford,2023_19_LA_DET,1/14/2024,M.Stafford,DET,2009.0,LAR,False
2023,MIA,T.Tagovailoa,2023_19_MIA_KC,1/13/2024,T.Tagovailoa,MIA,2020.0,MIA,True
2023,PHI,J.Hurts,2023_19_PHI_TB,1/15/2024,J.Hurts,PHI,2020.0,PHI,True
2023,PIT,M.Rudolph,2023_19_PIT_BUF,1/15/2024,M.Rudolph,PIT,2018.0,PIT,True
2023,SF,B.Purdy,2023_20_GB_SF,1/20/2024,B.Purdy,SF,2022.0,SF,True
2023,TB,B.Mayfield,2023_19_PHI_TB,1/15/2024,B.Mayfield,CLE,2018.0,TB,False
2024,BAL,L.Jackson,2024_19_PIT_BAL,1/11/2025,L.Jackson,BAL,2018.0,BAL,True
2024,BUF,J.Allen,2024_19_DEN_BUF,1/12/2025,J.Allen,BUF,2018.0,BUF,True
2024,DEN,B.Nix,2024_19_DEN_BUF,1/12/2025,B.Nix,DEN,2024.0,DEN,True
2024,DET,J.Goff,2024_20_WAS_DET,1/18/2025,J.Goff,LAR,2016.0,DET,False
2024,GB,J.Love,2024_19_GB_PHI,1/12/2025,J.Love,GB,2020.0,GB,True
2024,HOU,C.Stroud,2024_19_LAC_HOU,1/11/2025,C.Stroud,HOU,2023.0,HOU,True
2024,KC,P.Mahomes,2024_20_HOU_KC,1/18/2025,P.Mahomes,KC,2017.0,KC,True
2024,LA,M.Stafford,2024_19_MIN_LA,1/13/2025,M.Stafford,DET,2009.0,LAR,False
2024,LAC,J.Herbert,2024_19_LAC_HOU,1/11/2025,J.Herbert,LAC,2020.0,LAC,True
2024,MIN,S.Darnold,2024_19_MIN_LA,1/13/2025,S.Darnold,NYJ,2018.0,MIN,False
2024,PHI,J.Hurts,2024_19_GB_PHI,1/12/2025,J.Hurts,PHI,2020.0,PHI,True
2024,PIT,R.Wilson,2024_19_PIT_BAL,1/11/2025,R.Wilson,SEA,2012.0,PIT,False
2024,TB,B.Mayfield,2024_19_WAS_TB,1/12/2025,B.Mayfield,CLE,2018.0,TB,False
2024,WAS,J.Daniels,2024_19_WAS_TB,1/12/2025,J.Daniels,WAS,2024.0,WAS,True
